0.024,0.011,0.013,0.013,0.135,0.060
0.013,0.010,0.013,0.013,0.135,0.060
0.012,0.010,0.022,0.018,0.135,0.060
0.011,0.010,0.026,0.022,0.135,0.060
0.011,0.009,0.013,0.013,0.135,0.060
0.013,0.010,0.013,0.013,0.135,0.060
0.023,0.011,0.035,0.026,0.135,0.060
0.012,0.009,0.013,0.013,0.135,0.060
0.010,0.009,0.013,0.009,0.135,0.060
0.015,0.010,0.013,0.013,0.135,0.060
0.017,0.010,0.018,0.018,0.135,0.060
0.026,0.011,0.022,0.018,0.135,0.060
0.019,0.012,0.018,0.018,0.135,0.060
0.014,0.012,0.026,0.026,0.135,0.060
0.013,0.012,0.018,0.018,0.135,0.060
0.012,0.011,0.026,0.026,0.135,0.060
0.013,0.011,0.018,0.018,0.135,0.060
0.012,0.011,0.018,0.018,0.135,0.060
0.011,0.011,0.018,0.022,0.135,0.060
0.012,0.011,0.013,0.013,0.135,0.060
0.014,0.011,0.018,0.018,0.135,0.060
0.011,0.011,0.018,0.018,0.135,0.060
0.012,0.010,0.013,0.013,0.135,0.060
0.011,0.010,0.013,0.013,0.135,0.060
0.013,0.012,0.018,0.018,0.135,0.060
0.014,0.010,0.013,0.013,0.135,0.060
0.014,0.011,0.018,0.013,0.135,0.060
0.013,0.011,0.022,0.022,0.135,0.060
0.014,0.012,0.026,0.022,0.135,0.060
0.013,0.011,0.022,0.026,0.135,0.060
0.013,0.012,0.018,0.018,0.135,0.060
0.012,0.011,0.013,0.013,0.135,0.060
0.013,0.012,0.018,0.022,0.135,0.060
0.011,0.010,0.013,0.013,0.135,0.060
0.012,0.010,0.018,0.018,0.135,0.060
0.011,0.010,0.018,0.018,0.135,0.060
0.010,0.009,0.013,0.013,0.135,0.060
0.010,0.010,0.018,0.018,0.135,0.060
0.011,0.010,0.018,0.013,0.135,0.060
0.011,0.010,0.022,0.026,0.135,0.060
0.012,0.012,0.022,0.022,0.135,0.060
0.012,0.011,0.018,0.018,0.135,0.060
0.011,0.011,0.040,0.040,0.135,0.060
0.011,0.010,0.018,0.018,0.135,0.060
0.011,0.010,0.022,0.026,0.135,0.060
0.012,0.011,0.013,0.013,0.135,0.060
0.012,0.012,0.018,0.018,0.135,0.060
0.014,0.011,0.018,0.018,0.135,0.060
0.012,0.011,0.009,0.013,0.135,0.060
0.012,0.010,0.022,0.026,0.135,0.060
0.011,0.009,0.013,0.018,0.135,0.060
0.010,0.009,0.013,0.013,0.135,0.060
0.010,0.009,0.022,0.022,0.135,0.060
0.013,0.010,0.013,0.013,0.135,0.060
0.010,0.009,0.018,0.018,0.135,0.060
0.009,0.009,0.009,0.009,0.135,0.060
0.011,0.009,0.013,0.009,0.135,0.060
0.012,0.011,0.013,0.013,0.135,0.060
0.012,0.010,0.022,0.018,0.135,0.060
0.014,0.010,0.022,0.018,0.135,0.060
0.012,0.010,0.035,0.031,0.135,0.060
0.010,0.010,0.018,0.018,0.135,0.060
0.011,0.009,0.026,0.022,0.135,0.060
0.011,0.009,0.022,0.022,0.135,0.060
0.010,0.009,0.040,0.035,0.135,0.060
0.010,0.009,0.031,0.026,0.135,0.060
0.009,0.009,0.018,0.018,0.135,0.060
0.011,0.009,0.022,0.018,0.135,0.060
0.009,0.009,0.031,0.026,0.135,0.060
0.010,0.009,0.026,0.022,0.135,0.060
0.010,0.009,0.022,0.018,0.135,0.060
0.011,0.010,0.022,0.018,0.135,0.060
0.009,0.009,0.022,0.018,0.135,0.060
0.010,0.009,0.018,0.018,0.135,0.060
0.011,0.009,0.026,0.026,0.135,0.060
0.117,0.105,0.049,0.044,0.050,0.050
0.123,0.120,0.117,0.109,0.050,0.050
0.037,0.058,0.035,0.031,0.050,0.050
0.050,0.049,0.029,0.024,0.050,0.050
0.039,0.029,0.044,0.044,0.050,0.050
0.034,0.030,0.110,0.097,0.050,0.050
0.044,0.027,0.044,0.040,0.050,0.050
0.017,0.014,0.040,0.031,0.050,0.050
0.014,0.012,0.048,0.044,0.050,0.050
0.014,0.011,0.031,0.026,0.050,0.050
0.015,0.010,0.097,0.048,0.050,0.050
0.011,0.012,1.142,1.141,0.050,0.050
0.021,0.014,0.040,0.031,0.050,0.050
0.024,0.013,0.048,0.035,0.050,0.050
0.020,0.024,0.114,0.070,0.050,0.050
0.022,0.024,0.189,0.092,0.050,0.050
0.018,0.021,0.062,0.040,0.050,0.050
0.019,0.021,0.040,0.031,0.050,0.050
0.024,0.022,0.079,0.048,0.050,0.050
0.020,0.022,0.048,0.031,0.050,0.050
0.023,0.021,0.044,0.048,0.050,0.050
0.019,0.024,0.079,0.061,0.050,0.050
0.020,0.023,0.061,0.048,0.050,0.050
0.020,0.021,0.048,0.044,0.050,0.050
0.023,0.022,0.088,0.066,0.050,0.050
0.055,0.038,0.061,0.075,0.050,0.050
0.043,0.033,0.057,0.053,0.050,0.050
0.040,0.030,0.105,0.105,0.050,0.050
0.036,0.031,0.061,0.057,0.050,0.050
0.029,0.035,0.167,0.061,0.050,0.050
0.042,0.032,0.075,0.070,0.050,0.050
0.040,0.036,0.101,0.066,0.050,0.050
0.038,0.035,0.053,0.039,0.050,0.050
0.032,0.030,0.066,0.039,0.050,0.050
0.026,0.030,0.066,0.057,0.050,0.050
0.035,0.028,0.092,0.083,0.050,0.050
0.026,0.024,0.031,0.031,0.050,0.050
0.029,0.029,0.061,0.026,0.050,0.050
0.029,0.030,0.026,0.026,0.050,0.050
0.032,0.030,0.053,0.048,0.050,0.050
0.033,0.033,0.044,0.044,0.050,0.050
0.030,0.031,0.044,0.040,0.050,0.050
0.027,0.029,0.031,0.026,0.050,0.050
0.031,0.028,0.035,0.035,0.050,0.050
0.028,0.027,0.026,0.026,0.050,0.050
0.028,0.029,0.035,0.035,0.050,0.050
0.034,0.032,0.040,0.039,0.050,0.050
0.030,0.032,0.022,0.022,0.050,0.050
0.038,0.041,0.022,0.022,0.050,0.050
0.034,0.035,0.018,0.018,0.050,0.050
0.036,0.040,0.022,0.022,0.050,0.050
0.035,0.034,0.022,0.022,0.050,0.050
0.036,0.041,0.031,0.026,0.050,0.050
0.036,0.029,0.048,0.044,0.050,0.050
0.045,0.056,0.040,0.035,0.050,0.050
0.050,0.047,0.031,0.031,0.050,0.050
0.023,0.017,0.057,0.057,0.222,0.092
0.023,0.018,0.039,0.040,0.222,0.092
0.021,0.021,0.048,0.057,0.222,0.092
0.024,0.019,0.048,0.053,0.222,0.092
0.024,0.018,0.048,0.044,0.222,0.092
0.022,0.019,0.035,0.040,0.222,0.092
0.025,0.019,0.044,0.044,0.222,0.092
0.027,0.025,0.048,0.044,0.222,0.092
0.031,0.028,0.053,0.048,0.222,0.092
0.029,0.026,0.079,0.075,0.222,0.092
0.023,0.018,0.057,0.057,0.222,0.092
0.032,0.027,0.061,0.061,0.222,0.092
0.028,0.027,0.061,0.061,0.222,0.092
0.027,0.022,0.031,0.031,0.222,0.092
0.028,0.026,0.053,0.053,0.222,0.092
0.037,0.028,0.048,0.048,0.222,0.092
0.031,0.028,0.040,0.040,0.222,0.092
0.035,0.031,0.048,0.048,0.222,0.092
0.032,0.030,0.048,0.048,0.222,0.092
0.028,0.030,0.066,0.075,0.222,0.092
0.024,0.025,0.035,0.031,0.222,0.092
0.034,0.028,0.022,0.018,0.222,0.092
0.023,0.024,0.018,0.018,0.222,0.092
0.024,0.022,0.018,0.018,0.222,0.092
0.024,0.023,0.018,0.018,0.222,0.092
0.029,0.030,0.057,0.048,0.222,0.092
0.026,0.030,0.066,0.053,0.222,0.092
0.037,0.030,0.044,0.044,0.222,0.092
0.026,0.027,0.053,0.044,0.222,0.092
0.028,0.026,0.079,0.066,0.222,0.092
0.034,0.028,0.031,0.026,0.222,0.092
0.027,0.027,0.044,0.040,0.222,0.092
0.027,0.025,0.018,0.018,0.222,0.092
0.032,0.026,0.018,0.018,0.222,0.092
0.034,0.024,0.066,0.057,0.222,0.092
0.035,0.026,0.018,0.018,0.222,0.092
0.030,0.024,0.022,0.022,0.222,0.092
0.025,0.028,0.031,0.026,0.222,0.092
0.026,0.031,0.031,0.026,0.222,0.092
0.026,0.031,0.018,0.018,0.222,0.092
0.025,0.029,0.031,0.026,0.222,0.092
0.031,0.032,0.053,0.040,0.222,0.092
0.028,0.033,0.031,0.026,0.222,0.092
0.029,0.033,0.039,0.031,0.222,0.092
0.023,0.033,0.070,0.061,0.222,0.092
0.025,0.034,0.053,0.044,0.222,0.092
0.032,0.035,0.070,0.061,0.222,0.092
0.025,0.030,0.031,0.031,0.222,0.092
0.028,0.038,0.053,0.044,0.222,0.092
0.028,0.041,0.057,0.048,0.222,0.092
0.028,0.035,0.031,0.026,0.222,0.092
0.027,0.030,0.022,0.022,0.222,0.092
0.025,0.030,0.031,0.026,0.222,0.092
0.024,0.029,0.048,0.044,0.222,0.092
0.024,0.031,0.035,0.031,0.222,0.092
0.026,0.032,0.057,0.048,0.222,0.092
0.024,0.031,0.044,0.044,0.222,0.092
0.026,0.024,0.259,0.250,0.222,0.092
0.032,0.026,0.101,0.119,0.222,0.092
0.036,0.026,0.057,0.061,0.222,0.092
0.033,0.030,0.048,0.044,0.222,0.092
0.028,0.025,0.070,0.061,0.222,0.092
0.034,0.027,0.040,0.031,0.222,0.092
0.034,0.026,0.044,0.040,0.222,0.092
0.028,0.027,0.026,0.026,0.222,0.092
0.025,0.026,0.061,0.057,0.222,0.092
0.025,0.027,0.040,0.040,0.222,0.092
0.030,0.022,0.026,0.026,0.222,0.092
0.029,0.029,0.035,0.040,0.222,0.092
0.029,0.028,0.040,0.035,0.222,0.092
0.029,0.028,0.044,0.044,0.222,0.092
0.033,0.028,0.053,0.053,0.222,0.092
0.031,0.028,0.044,0.044,0.222,0.092
0.028,0.026,0.040,0.040,0.222,0.092
0.027,0.022,0.040,0.035,0.222,0.092
0.025,0.023,0.044,0.040,0.222,0.092
0.025,0.026,0.048,0.044,0.222,0.092
0.024,0.025,0.053,0.061,0.222,0.092
0.021,0.025,0.031,0.031,0.222,0.092
0.024,0.023,0.031,0.031,0.222,0.092
0.026,0.024,0.057,0.053,0.222,0.092
0.029,0.026,0.053,0.048,0.222,0.092
0.027,0.026,0.057,0.057,0.222,0.092
0.021,0.019,0.035,0.044,0.138,0.066
0.017,0.015,0.035,0.035,0.138,0.066
0.017,0.015,0.057,0.048,0.138,0.066
0.019,0.015,0.044,0.048,0.138,0.066
0.016,0.014,0.031,0.031,0.138,0.066
0.029,0.018,0.066,0.053,0.138,0.066
0.017,0.014,0.061,0.057,0.138,0.066
0.022,0.027,0.026,0.022,0.138,0.066
0.018,0.018,0.035,0.035,0.138,0.066
0.030,0.020,0.040,0.031,0.138,0.066
0.024,0.024,0.040,0.031,0.138,0.066
0.020,0.019,0.031,0.031,0.138,0.066
0.020,0.018,0.022,0.022,0.138,0.066
0.022,0.017,0.048,0.044,0.138,0.066
0.026,0.019,0.048,0.044,0.138,0.066
0.022,0.018,0.053,0.048,0.138,0.066
0.025,0.018,0.031,0.031,0.138,0.066
0.019,0.014,0.022,0.022,0.138,0.066
0.019,0.015,0.040,0.040,0.138,0.066
0.020,0.014,0.044,0.035,0.138,0.066
0.015,0.013,0.053,0.044,0.138,0.066
0.018,0.013,0.044,0.040,0.138,0.066
0.015,0.013,0.031,0.031,0.138,0.066
0.021,0.018,0.022,0.018,0.138,0.066
0.019,0.012,0.031,0.031,0.138,0.066
0.020,0.013,0.057,0.053,0.138,0.066
0.019,0.015,0.061,0.057,0.138,0.066
0.020,0.015,0.057,0.053,0.138,0.066
0.024,0.013,0.048,0.048,0.138,0.066
0.018,0.015,0.097,0.088,0.138,0.066
0.015,0.016,0.062,0.061,0.138,0.066
0.014,0.015,0.044,0.044,0.138,0.066
0.014,0.015,0.044,0.044,0.138,0.066
0.015,0.015,0.053,0.057,0.138,0.066
0.017,0.015,0.053,0.053,0.138,0.066
0.017,0.014,0.048,0.044,0.138,0.066
0.015,0.015,0.040,0.040,0.138,0.066
0.018,0.017,0.026,0.026,0.138,0.066
0.015,0.014,0.044,0.044,0.138,0.066
0.020,0.016,0.026,0.026,0.138,0.066
0.021,0.019,0.031,0.031,0.138,0.066
0.021,0.019,0.026,0.022,0.138,0.066
0.016,0.015,0.061,0.057,0.138,0.066
0.017,0.018,0.040,0.040,0.138,0.066
0.014,0.015,0.026,0.026,0.138,0.066
0.024,0.019,0.031,0.031,0.138,0.066
0.015,0.015,0.031,0.031,0.138,0.066
0.014,0.015,0.031,0.031,0.138,0.066
0.015,0.015,0.035,0.031,0.138,0.066
0.022,0.022,0.035,0.035,0.138,0.066
0.017,0.017,0.022,0.022,0.138,0.066
0.016,0.016,0.026,0.026,0.138,0.066
0.014,0.017,0.044,0.040,0.138,0.066
0.014,0.016,0.044,0.035,0.138,0.066
0.017,0.017,0.048,0.044,0.138,0.066
0.025,0.024,0.031,0.031,0.138,0.066
0.014,0.016,0.048,0.044,0.138,0.066
0.061,0.027,0.044,0.039,0.138,0.066
0.019,0.023,0.044,0.040,0.138,0.066
0.016,0.020,0.044,0.035,0.138,0.066
0.028,0.027,0.031,0.026,0.138,0.066
0.018,0.018,0.031,0.031,0.138,0.066
0.017,0.019,0.066,0.097,0.138,0.066
0.017,0.020,0.053,0.053,0.138,0.066
0.015,0.016,0.083,0.101,0.138,0.066
0.016,0.013,0.048,0.048,0.138,0.066
0.016,0.015,0.048,0.044,0.138,0.066
0.017,0.017,0.044,0.044,0.138,0.066
0.015,0.016,0.031,0.031,0.138,0.066
0.016,0.015,0.031,0.031,0.138,0.066
0.020,0.015,0.031,0.035,0.138,0.066
0.018,0.019,0.040,0.035,0.138,0.066
0.016,0.017,0.031,0.031,0.138,0.066
0.016,0.017,0.031,0.031,0.138,0.066
0.016,0.016,0.040,0.035,0.138,0.066
0.017,0.016,0.035,0.035,0.138,0.066
0.015,0.015,0.040,0.040,0.138,0.066
0.016,0.016,0.031,0.031,0.138,0.066
0.014,0.015,0.040,0.040,0.138,0.066
0.026,0.023,0.018,0.018,0.138,0.066
0.016,0.018,0.031,0.031,0.138,0.066
0.015,0.017,0.026,0.026,0.138,0.066
0.016,0.019,0.022,0.022,0.138,0.066
0.022,0.022,0.048,0.044,0.138,0.066
0.018,0.020,0.031,0.026,0.138,0.066
0.020,0.020,0.035,0.031,0.138,0.066
0.016,0.017,0.110,0.075,0.138,0.066
0.016,0.017,0.031,0.026,0.138,0.066
0.019,0.018,0.061,0.048,0.138,0.066
0.016,0.018,0.026,0.026,0.138,0.066
0.018,0.020,0.031,0.031,0.138,0.066
0.015,0.018,0.018,0.018,0.138,0.066
0.014,0.012,0.031,0.031,0.138,0.066
0.016,0.017,0.048,0.040,0.138,0.066
0.016,0.017,0.040,0.031,0.138,0.066
0.023,0.022,0.026,0.022,0.138,0.066
0.015,0.016,0.022,0.018,0.138,0.066
0.021,0.023,0.035,0.031,0.138,0.066
0.021,0.020,0.031,0.031,0.138,0.066
0.014,0.014,0.022,0.022,0.138,0.066
0.015,0.013,0.066,0.083,0.138,0.066
0.017,0.016,0.119,0.097,0.138,0.066
0.016,0.017,0.127,0.119,0.138,0.066
0.014,0.013,0.066,0.053,0.138,0.066
0.016,0.017,0.057,0.057,0.138,0.066
0.017,0.015,0.057,0.057,0.138,0.066
0.018,0.016,0.061,0.066,0.138,0.066
0.018,0.017,0.057,0.053,0.138,0.066
0.030,0.027,0.044,0.044,0.138,0.066
0.018,0.018,0.040,0.044,0.138,0.066
0.019,0.018,0.031,0.026,0.138,0.066
0.018,0.017,0.026,0.026,0.138,0.066
0.020,0.017,0.119,0.088,0.138,0.066
0.020,0.019,0.044,0.044,0.138,0.066
0.017,0.015,0.040,0.044,0.138,0.066
0.019,0.014,0.057,0.057,0.138,0.066
0.017,0.015,0.026,0.026,0.138,0.066
0.017,0.015,0.018,0.018,0.138,0.066
0.022,0.017,0.044,0.035,0.138,0.066
0.017,0.014,0.022,0.022,0.138,0.066
0.028,0.022,0.053,0.044,0.138,0.066
0.019,0.018,0.026,0.026,0.138,0.066
0.015,0.013,0.057,0.048,0.138,0.066
0.019,0.017,0.053,0.048,0.138,0.066
0.022,0.020,0.057,0.053,0.138,0.066
0.022,0.020,0.048,0.040,0.138,0.066
0.017,0.015,0.053,0.048,0.138,0.066
0.018,0.018,0.031,0.031,0.138,0.066
0.019,0.015,0.044,0.044,0.138,0.066
0.017,0.013,0.066,0.075,0.138,0.066
0.015,0.016,0.075,0.083,0.050,0.050
0.017,0.016,0.061,0.066,0.050,0.050
0.089,0.059,0.202,0.189,0.050,0.050
0.027,0.024,0.081,0.092,0.135,0.060
0.018,0.015,0.055,0.057,0.135,0.060
0.019,0.015,0.044,0.046,0.135,0.060
0.018,0.015,0.044,0.051,0.135,0.060
0.017,0.014,0.053,0.057,0.135,0.060
0.020,0.015,0.072,0.070,0.135,0.060
0.019,0.015,0.042,0.042,0.135,0.060
0.013,0.014,0.121,0.127,0.135,0.060
0.014,0.013,0.248,0.233,0.135,0.060
0.014,0.014,0.092,0.101,0.135,0.060
0.012,0.012,0.064,0.066,0.135,0.060
0.018,0.021,0.105,0.119,0.135,0.060
0.017,0.019,0.158,0.162,0.135,0.060
0.022,0.020,0.092,0.105,0.135,0.060
0.018,0.019,0.048,0.044,0.135,0.060
0.018,0.021,0.048,0.048,0.135,0.060
0.019,0.017,0.061,0.070,0.135,0.060
0.018,0.015,0.092,0.097,0.135,0.060
0.018,0.015,0.070,0.075,0.135,0.060
0.018,0.015,0.119,0.132,0.135,0.060
0.023,0.016,0.092,0.088,0.135,0.060
0.017,0.014,0.066,0.061,0.135,0.060
0.021,0.015,0.053,0.053,0.135,0.060
0.020,0.014,0.097,0.083,0.135,0.060
